date,sp500_index_real,sp500_index_nominal,djia_index_real,djia_index_nominal,nasdaq100_index_avg
8/31/2011,1716.2,1218.89,16351.85,11613.53,2173.812608695652
9/30/2011,1590.78,1131.42,15344.21,10913.38,2221.898181818182
10/31/2011,1765.9,1253.3,16844.61,11955.01,2298.6619047619047
11/30/2011,1758.21,1246.96,16984.41,12045.68,2286.087727272727
12/31/2011,1778.25,1257.6,17275.63,12217.56,2279.603181818182
1/31/2012,1847.87,1312.41,17787.14,12632.91,2397.059545454545
2/29/2012,1914.68,1365.68,18158.8,12952.07,2567.833333333333
3/31/2012,1959.18,1408.47,18377.95,13212.04,2698.971818181818
4/30/2012,1938.9,1397.91,18327.3,13213.63,2718.307619047619
5/31/2012,1818.74,1310.33,17202.11,12393.45,2586.325652173913
6/30/2012,1893.4,1362.16,17903.33,12880.09,2549.898571428572
7/31/2012,1921.39,1379.32,18121.09,13008.68,2607.504545454545
8/31/2012,1948.11,1406.58,18130.81,13090.84,2739.133043478261
9/30/2012,1986.68,1440.67,18529.8,13437.13,2818.483
10/31/2012,1947.37,1412.16,18060.02,13096.46,2729.7930434782606
11/30/2012,1962.83,1416.18,18053.45,13025.58,2615.884090909091
12/31/2012,1982.4,1426.19,18214.75,13104.14,2658.7209523809524
1/31/2013,2076.38,1498.11,19210.76,13860.58,2733.873478260869
2/28/2013,2081.17,1514.68,19310.87,14054.49,2749.0155
3/31/2013,2151.36,1569.19,19987.18,14578.54,2796.4380952380952
4/30/2013,2191.87,1597.57,20360.21,14839.8,2818.563181818182
5/31/2013,2234.11,1630.74,20708.33,15115.57,2981.615217391304
6/30/2013,2194.18,1606.28,20366.51,14909.6,2937.3065
7/31/2013,2302.71,1685.73,21172.37,15499.54,3029.050869565217
8/31/2013,2227.37,1632.97,20201.26,14810.31,3105.4654545454546
9/30/2013,2291.95,1681.55,20621.74,15129.67,3182.1142857142854
10/31/2013,2399.43,1756.54,21235.49,15545.75,3291.951739130435
11/30/2013,2472.15,1805.81,22022.3,16086.41,3402.828571428571
12/31/2013,2530.4,1848.36,22693.45,16576.66,3516.4445454545453
1/31/2014,2431.45,1782.59,21413.23,15698.85,3560.8234782608697
2/28/2014,2526.99,1859.45,22181.2,16321.71,3617.394
3/31/2014,2527.66,1872.34,22217.84,16457.66,3661.111428571429
4/30/2014,2535.8,1883.95,22317.81,16580.84,3553.5440909090908
5/31/2014,2579.51,1923.57,22417.72,16717.17,3623.663181818182
6/30/2014,2624.75,1960.23,22530.82,16826.6,3792.107142857143
7/31/2014,2585.17,1930.67,22178.26,16563.3,3926.574347826088
8/31/2014,2688.52,2003.37,22946.12,17098.45,3979.402380952381
9/30/2014,2644.84,1972.29,22854.53,17042.9,4070.852272727273
10/31/2014,2712.26,2018.05,23372.86,17390.52,3964.6369565217383
11/30/2014,2793.27,2067.56,24085.95,17828.24,4225.936
12/31/2014,2798.05,2058.9,24221.55,17823.07,4261.7408695652175
1/31/2015,2723.16,1994.99,23430.16,17164.95,4183.239090909091
2/28/2015,2860.02,2104.5,24642.34,18132.7,4345.436
3/31/2015,2793.72,2067.89,24015.54,17776.12,4389.157727272727
4/30/2015,2813.35,2085.51,24066.86,17840.52,4414.229090909091
5/31/2015,2828.12,2107.39,24170.33,18010.68,4478.80381
6/30/2015,2758.38,2063.11,23557.28,17619.51,4481.682727272728
7/31/2015,2812.83,2103.84,23651.34,17689.86,4524.184347826087
8/31/2015,2640.75,1972.18,22131.03,16528.03,4422.328095238096
9/30/2015,2574.76,1920.03,21837.78,16284.7,4258.113181818182
10/31/2015,2790.5,2079.36,23704.47,17663.54,4445.489090909091
11/30/2015,2796.07,2080.41,23815.57,17719.92,4654.156666666667
12/31/2015,2757.28,2043.94,23506.37,17425.03,4627.785217391304
1/31/2016,2613.5,1940.24,22180.11,16466.3,4269.595714285714
2/29/2016,2600.78,1932.23,22231.21,16516.5,4124.309523809524
3/31/2016,2760.05,2059.74,23698.02,17685.09,4378.346956521739
4/30/2016,2755.11,2065.3,23710.04,17773.64,4491.744285714286
5/31/2016,2784.76,2096.96,23621.4,17787.2,4385.477272727273
6/30/2016,2778.89,2098.86,23739.31,17929.99,4426.978181818182
7/31/2016,2882.19,2173.6,24441.15,18432.24,4585.16619
8/31/2016,2876.51,2170.95,24381.17,18400.88,4785.706086956522
9/30/2016,2866.45,2168.27,24203.37,18308.15,4812.649545454545
10/31/2016,2806.52,2126.15,23947.99,18142.42,4845.312381
11/30/2016,2906.83,2198.81,25281.37,19123.58,4794.602272727273
12/31/2016,2959.73,2238.83,26126.16,19762.6,4888.769090909091
1/31/2017,2994.44,2278.87,26101.41,19864.09,5048.140909090909
2/28/2017,3096.37,2363.64,27264.03,20812.24,5264.401
3/31/2017,3092.8,2362.72,27048.15,20663.22,5386.221304347826
4/30/2017,3111.38,2384.2,27327.37,20940.51,5443.1435
5/31/2017,3144.99,2411.8,27395.28,21008.65,5691.750869565218
6/30/2017,3157.7,2423.41,27818.57,21349.63,5766.9631818181815
7/31/2017,3221.27,2470.3,28546.02,21891.12,5805.677142857143
8/31/2017,3213.15,2471.65,28532.53,21948.1,5874.416956521739
9/30/2017,3257.53,2519.36,28969.78,22405.09,5956.504285714285
10/31/2017,3332.39,2575.26,30250.15,23377.24,6088.49
11/30/2017,3425.97,2647.58,31408.42,24272.35,6330.825909
12/31/2017,3459.65,2673.61,31986.67,24719.22,6401.172380952381
1/31/2018,3634.24,2823.81,33654.26,26149.39,6771.946086956522
2/28/2018,3479.13,2713.83,32087.43,25029.2,6707.736999999999
3/31/2018,3377.67,2640.87,30827.88,24103.11,6832.897727272727
4/30/2018,3373.62,2648.05,30783.85,24163.15,6606.895714285714
5/31/2018,3430.28,2705.27,30959.29,24415.84,6879.628260869566
6/30/2018,3441.46,2718.37,30727.61,24271.41,7159.601428571429
7/31/2018,3565.42,2816.29,32175.63,25415.19,7283.804999999999
8/31/2018,3670.42,2901.52,32845.5,25964.82,7453.09
9/30/2018,3683.27,2913.98,33443.3,26458.31,7534.308
10/31/2018,3422.22,2711.74,31696.09,25115.76,7171.58
11/30/2018,3494.38,2760.17,32331.69,25538.46,6842.331363636364
12/31/2018,3183.7,2506.85,29625.87,23327.46,6483.627142857144
1/31/2019,3428.8,2704.1,31699.58,24999.67,6614.382173913044
2/28/2019,3514.03,2784.49,32705.99,25916,7022.758
3/31/2019,3557.17,2834.4,32540.49,25928.68,7254.175714285714
4/30/2019,3679.34,2945.83,33214.54,26592.91,7661.905454545455
5/31/2019,3429.07,2752.06,30919.54,24815.04,7473.157391304348
6/30/2019,3665.43,2941.76,33143.55,26599.96,7505.1485
7/31/2019,3707.59,2980.38,33419.15,26864.27,7896.084347826087
8/31/2019,3640.52,2926.46,32845.68,26403.28,7619.754999999999
9/30/2019,3700.09,2976.74,33457.62,26916.83,7808.102857142857
10/31/2019,3766.57,3037.56,33537.33,27046.23,7859.699130434783
11/30/2019,3897.96,3140.98,34811.8,28051.41,8291.993333333332
12/31/2019,4012.63,3230.78,35444.74,28538.44,8535.185909
1/31/2020,3989.97,3225.52,34952.71,28256.03,9024.39
2/29/2020,3645.51,2954.22,31355.15,25409.36,9313.768
3/31/2020,3194.55,2584.59,27089.61,21917.16,7835.444090909091
4/30/2020,3625.98,2912.43,30310.42,24345.72,8427.977272727272
5/31/2020,3787.12,3044.31,31576.59,25383.11,9217.820952380953
6/30/2020,3838.16,3100.29,31956.35,25812.88,9898.71
7/31/2020,4026.75,3271.12,32533.26,26428.32,10644.551304347826
8/31/2020,4298.38,3500.31,34912.1,28430.05,11406.495238095238
9/30/2020,4123.04,3363,34060.36,27781.7,11344.081818181818
10/31/2020,4005.7,3269.96,32464.46,26501.6,11604.979090909092
11/30/2020,4440.12,3621.63,36336.97,29638.64,11905.612857142856
12/31/2020,4601.19,3756.07,37492.94,30606.48,12625.949130434785
1/31/2021,4531.37,3714.24,36578.8,29982.62,13028.839047619049
2/28/2021,4622.92,3811.15,37520.96,30932.37,13490.476
3/31/2021,4787.33,3972.89,39742.77,32981.55,12900.192173913045
4/30/2021,4996.5,4181.17,40480.45,33874.85,13809.485454545456
5/31/2021,4981.87,4204.11,40917.4,34529.45,13477.265714285715
6/30/2021,5045.27,4297.5,40505.95,34502.51,14064.488181818182
7/31/2021,5138.06,4395.26,40839.56,34935.47,14844.115909090908
8/31/2021,5273.44,4522.68,41230.61,35360.73,15173.002727272727
9/30/2021,5009.67,4307.54,39360.48,33843.92,15330.482727272729
10/31/2021,5314.61,4605.38,41335.77,35819.56,15143.725238095238
11/30/2021,5242.92,4567,39587.31,34483.72,16243.141818181815
12/31/2021,5452.51,4766.18,41571.02,36338.3,16142.934782608696
1/31/2022,5125.15,4515.55,39874.66,35131.86,15226.474761904765
2/28/2022,4920.68,4373.94,38129.18,33892.6,14407.7535
3/31/2022,5028.76,4530.41,38492.97,34678.35,14151.30956521739
4/30/2022,4561.65,4131.93,36406.84,32977.21,13961.31238095238
5/31/2022,4512.31,4132.15,36025.21,32990.12,12388.936363636363
6/30/2022,4076.85,3785.38,33145.14,30775.43,11888.983636363637
7/31/2022,4448.32,4130.29,35374.21,32845.13,12113.78619047619
8/31/2022,4259.54,3955,33936.73,31510.43,13090.348260869563
9/30/2022,3854.54,3585.62,30879.92,28725.51,11852.703181818182
10/31/2022,4146.89,3871.98,35056.99,32732.95,11212.392857142857
11/30/2022,4373.88,4080.11,37080.23,34589.77,11475.364545454546
12/31/2022,4127.46,3839.5,35633.29,33147.25,11347.907272727272
1/31/2023,4349.73,4076.6,36369.8,34086.04,11473.024090909092
2/28/2023,4212.33,3970.15,34648.76,32656.7,12371.5025
3/31/2023,4343.54,4109.31,35170.78,33274.15,12429.894782608695
4/30/2023,4386.29,4169.48,35871.26,34098.16,13027.7895
5/31/2023,4384.64,4179.83,34520.78,32908.27,13588.068260869566
6/30/2023,4655.1,4450.38,35990.35,34407.6,14820.597727272729
7/31/2023,4790.87,4588.96,37124.15,35559.53,15433.87
8/31/2023,4683.46,4507.66,36076.06,34721.91,15144.851304347829
9/30/2023,4446.71,4288.05,34747.28,33507.5,15108.159047619049
10/31/2023,4348.97,4193.8,34275.83,33052.87,14763.206363636362
11/30/2023,4745.94,4567.8,37352.97,35950.89,15627.368636363635
12/31/2023,4960.62,4769.83,39197.12,37689.54,16467.97619047619
1/31/2024,5015.25,4845.65,39485.56,38150.3,16964.35217391304
2/29/2024,5238.97,5096.27,40088.29,38996.39,17760.585714285713
3/31/2024,5369.95,5254.35,40683.13,39807.37,18143.74095238095
4/30/2024,5126.33,5035.69,38496.61,37815.92,17776.502727272727
5/31/2024,5361.95,5277.51,39305.3,38686.32,18370.980869565217
6/30/2024,5547.85,5460.48,39744.76,39118.86,19443.5825
7/31/2024,5599.61,5522.3,41414.59,40842.79,19834.54391304348
8/31/2024,5727.48,5648.4,42144.96,41563.08,19070.049545454545
9/30/2024,5831.63,5762.48,42838.11,42330.15,19440.811904761904
10/31/2024,5768.21,5705.45,42222.86,41763.46,20172.154347826086
11/30/2024,6098.74,6032.38,45404.67,44910.65,20727.792857142857
12/31/2024,5946.33,5881.63,43012.21,42544.22,21507.182272727277
1/31/2025,6064.69,6040.53,44722.84,44544.66,21308.344347826085
2/28/2025,5954.5,5954.5,43840.91,43840.91,21612.38
3/31/2025,5580.94,5580.94,41583.9,41583.9,19857.518333333333
